Landsat Product Identifier L2;Landsat Product Identifier L1;Landsat Scene Identifier;Date Acquired;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date Product Generated L2;Date Product Generated L1;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover L1;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model;Geometric RMSE Model X;Geometric RMSE Model Y;Processing Software Version;Sun Elevation L0RA;Sun Azimuth L0RA;TIRS SSM Model;Data Type L2;Sensor Identifier;Satellite;Product Map Projection L1;UTM Zone;Datum;Ellipsoid;Scene Center Lat DMS;Scene Center Long DMS;Corner Upper Left Lat DMS;Corner Upper Left Long DMS;Corner Upper Right Lat DMS;Corner Upper Right Long DMS;Corner Lower Left Lat DMS;Corner Lower Left Long DMS;Corner Lower Right Lat DMS;Corner Lower Right Long DMS;Scene Center Latitude;Scene Center Longitude;Corner Upper Left Latitude;Corner Upper Left Longitude;Corner Upper Right Latitude;Corner Upper Right Longitude;Corner Lower Left Latitude;Corner Lower Left Longitude;Corner Lower Right Latitude;Corner Lower Right Longitude;Display ID;Entity ID
LC08_L2SP_195028_20140827_20200911_02_T1;LC08_L1TP_195028_20140827_20200911_02_T1;LC81950282014239LGN01;27/08/2014;T1;2;195;28;195;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-27 10:16:43.054657;2014-08-27 10:17:14.824653;LGN;DAY;  31.46;  31.46;538;5;    4.624;    3.214;    3.325;LPGS_15.3.1c;50.59539273;150.15758375;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'47.60""N";"7°26'16.37""E";"47°04'35.40""N";"5°50'37.72""E";"47°07'12""N";"8°58'10.85""E";"44°54'51.05""N";"5°57'52.27""E";"44°57'16.31""N";"8°58'15.02""E"; 46.02989;   7.43788; 47.07650;   5.84381; 47.12000;   8.96968; 44.91418;   5.96452; 44.95453;   8.97084;LC08_L2SP_195028_20140827_20200911_02_T1;LC81950282014239LGN01
LC08_L2SP_195029_20140827_20200911_02_T1;LC08_L1TP_195029_20140827_20200911_02_T1;LC81950292014239LGN01;27/08/2014;T1;2;195;29;195;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-27 10:17:06.945694;2014-08-27 10:17:38.71569;LGN;DAY;   5.23;   5.11;1279;5;    4.012;    2.659;    3.004;LPGS_15.3.1c;51.66977207;148.64888018;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.09""N";"6°55'14.27""E";"45°38'59.17""N";"5°21'18.54""E";"45°42'23.04""N";"8°24'14.08""E";"43°29'07.01""N";"5°29'16.98""E";"43°32'16.08""N";"8°25'32.52""E"; 44.60808;   6.92063; 45.64977;   5.35515; 45.70640;   8.40391; 43.48528;   5.48805; 43.53780;   8.42570;LC08_L2SP_195029_20140827_20200911_02_T1;LC81950292014239LGN01
LC08_L2SP_195030_20140827_20200911_02_T1;LC08_L1TP_195030_20140827_20200911_02_T1;LC81950302014239LGN01;27/08/2014;T1;2;195;30;195;30;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-27 10:17:30.828259;2014-08-27 10:18:02.598255;LGN;DAY;   0.67;   0.32;1092;5;    3.661;    2.212;    2.917;LPGS_15.3.1c;52.72258213;147.08444259;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'05.50""N";"6°25'24.31""E";"44°13'17.44""N";"4°53'19.28""E";"44°17'23.71""N";"7°51'56.41""E";"42°03'17.75""N";"5°01'53.65""E";"42°07'06.17""N";"7°54'18.76""E"; 43.18486;   6.42342; 44.22151;   4.88869; 44.28992;   7.86567; 42.05493;   5.03157; 42.11838;   7.90521;LC08_L2SP_195030_20140827_20200911_02_T1;LC81950302014239LGN01
LC08_L2SP_198027_20140901_20200911_02_T1;LC08_L1TP_198027_20140901_20200911_02_T1;LC81980272014244LGN01;01/09/2014;T1;2;198;27;198;27;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-01 10:34:53.174916;2014-09-01 10:35:24.944912;LGN;DAY;  13.77;  13.77;578;5;    6.947;    4.853;    4.971;LPGS_15.3.1c;47.92574275;153.02180687;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.15""N";"3°20'17.30""E";"48°30'31.57""N";"1°45'15.73""E";"48°29'57.34""N";"4°56'04.02""E";"46°22'07.03""N";"1°48'14""E";"46°21'35.21""N";"4°51'27.25""E"; 47.44893;   3.33814; 48.50877;   1.75437; 48.49926;   4.93445; 46.36862;   1.80389; 46.35978;   4.85757;LC08_L2SP_198027_20140901_20200911_02_T1;LC81980272014244LGN01
LC08_L2SP_198028_20140901_20200911_02_T1;LC08_L1TP_198028_20140901_20200911_02_T1;LC81980282014244LGN01;01/09/2014;T1;2;198;28;198;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-01 10:35:17.057481;2014-09-01 10:35:48.827477;LGN;DAY;   8.33;   8.33;755;5;    5.419;    3.687;    3.971;LPGS_15.3.1c;49.04305931;151.65609269;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.60""N";"2°47'57.23""E";"47°05'05.93""N";"1°14'47.29""E";"47°05'25.98""N";"4°20'28.68""E";"44°56'21.73""N";"1°18'46.87""E";"44°56'40.38""N";"4°17'25.37""E"; 46.02961;   2.79923; 47.08498;   1.24647; 47.09055;   4.34130; 44.93937;   1.31302; 44.94455;   4.29038;LC08_L2SP_198028_20140901_20200911_02_T1;LC81980282014244LGN01
LC08_L2SP_198029_20140901_20200911_02_T1;LC08_L1TP_198029_20140901_20200911_02_T1;LC81980292014244LGN01;01/09/2014;T1;2;198;29;198;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-01 10:35:40.940046;2014-09-01 10:36:12.710042;LGN;DAY;   2.50;   2.50;1049;5;    4.076;    2.861;    2.903;LPGS_15.3.1c;50.14305170;150.24695284;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.84""N";"2°16'55.92""E";"45°39'32.08""N";"0°45'22.61""E";"45°40'41.84""N";"3°46'45.88""E";"43°30'38.48""N";"0°50'14.89""E";"43°31'43.21""N";"3°45'04.25""E"; 44.60829;   2.28220; 45.65891;   0.75628; 45.67829;   3.77941; 43.51069;   0.83747; 43.52867;   3.75118;LC08_L2SP_198029_20140901_20200911_02_T1;LC81980292014244LGN01
LC08_L2SP_196028_20140903_20200911_02_T1;LC08_L1TP_196028_20140903_20200911_02_T1;LC81960282014246LGN01;03/09/2014;T1;2;196;28;196;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-03 10:22:56.252593;2014-09-03 10:23:28.022589;LGN;DAY;  16.87;  16.87;666;5;    5.345;    3.896;    3.659;LPGS_15.3.1c;48.40953084;152.24905709;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.71""N";"5°53'15.40""E";"47°06'00.90""N";"4°25'56.89""E";"47°01'21.50""N";"7°27'02.52""E";"45°00'20.23""N";"4°22'45.52""E";"44°56'00.42""N";"7°17'09.85""E"; 46.02992;   5.88761; 47.10025;   4.43247; 47.02264;   7.45070; 45.00562;   4.37931; 44.93345;   7.28607;LC08_L2SP_196028_20140903_20200911_02_T1;LC81960282014246LGN01
LC08_L2SP_196029_20140903_20200911_02_T1;LC08_L1TP_196029_20140903_20200911_02_T1;LC81960292014246LGN01;03/09/2014;T1;2;196;29;196;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-03 10:23:20.14363;2014-09-03 10:23:51.913626;LGN;DAY;   3.75;   3.75;1312;5;    3.381;    2.360;    2.420;LPGS_15.3.1c;49.51993703;150.87737812;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.23""N";"5°22'13.37""E";"45°40'27.88""N";"3°56'14.21""E";"45°36'43.42""N";"6°53'14.53""E";"43°34'24.56""N";"3°54'14.65""E";"43°30'55.87""N";"6°45'00""E"; 44.60812;   5.37038; 45.67441;   3.93728; 45.61206;   6.88737; 43.57349;   3.90407; 43.51552;   6.75000;LC08_L2SP_196029_20140903_20200911_02_T1;LC81960292014246LGN01
LC08_L2SP_199027_20140908_20200911_02_T1;LC08_L1TP_199027_20140908_20200911_02_T1;LC81990272014251LGN01;08/09/2014;T1;2;199;27;199;27;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-08 10:41:06.300792;2014-09-08 10:41:38.070788;LGN;DAY;   0.53;   0.53;872;5;    4.849;    3.343;    3.512;LPGS_15.3.1c;45.62894144;154.96719236;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.51""N";"1°47'24.11""E";"48°29'57.19""N";"0°09'15.95""E";"48°32'01.72""N";"3°22'16.18""E";"46°20'12.62""N";"0°16'07.32""E";"46°22'08.11""N";"3°21'22.43""E"; 47.44903;   1.79003; 48.49922;   0.15443; 48.53381;   3.37116; 46.33684;   0.26870; 46.36892;   3.35623;LC08_L2SP_199027_20140908_20200911_02_T1;LC81990272014251LGN01
LC08_L2SP_199028_20140908_20200911_02_T1;LC08_L1TP_199028_20140908_20200911_02_T1;LC81990282014251LGN01;08/09/2014;T1;2;199;28;199;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-08 10:41:30.183357;2014-09-08 10:42:01.953353;LGN;DAY;  67.64;  67.64;335;5;    5.602;    3.976;    3.947;LPGS_15.3.1c;46.77793489;153.72307959;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.96""N";"1°15'03.74""E";"47°04'25.32""N";"0°20'58.81""W";"47°07'20.96""N";"2°46'47.39""E";"44°54'32.69""N";"0°13'17.15""W";"44°57'15.62""N";"2°47'17.81""E"; 46.02971;   1.25104; 47.07370;  -0.34967; 47.12249;   2.77983; 44.90908;  -0.22143; 44.95434;   2.78828;LC08_L2SP_199028_20140908_20200911_02_T1;LC81990282014251LGN01
LC08_L2SP_197028_20140910_20200910_02_T1;LC08_L1TP_197028_20140910_20200910_02_T1;LC81970282014253LGN01;10/09/2014;T1;2;197;28;197;28;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-10 10:29:08.861575;2014-09-10 10:29:40.631571;LGN;DAY;  46.66;  46.66;338;5;    6.501;    4.754;    4.434;LPGS_15.3.1c;46.11546847;154.29615063;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.52""N";"4°20'25.98""E";"47°05'34.40""N";"2°50'07.08""E";"47°03'23.26""N";"5°53'34.62""E";"44°58'14.27""N";"2°50'29.33""E";"44°56'12.41""N";"5°47'04.09""E"; 46.02959;   4.34055; 47.09289;   2.83530; 47.05646;   5.89295; 44.97063;   2.84148; 44.93678;   5.78447;LC08_L2SP_197028_20140910_20200910_02_T1;LC81970282014253LGN01
LC08_L2SP_197029_20140910_20200910_02_T1;LC08_L1TP_197029_20140910_20200910_02_T1;LC81970292014253LGN01;10/09/2014;T1;2;197;29;197;29;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-10 10:29:32.748376;2014-09-10 10:30:04.518372;LGN;DAY;  38.54;  38.54;852;5;    4.712;    3.205;    3.454;LPGS_15.3.1c;47.25938413;153.05134398;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'28.87""N";"3°49'24.46""E";"45°39'56.09""N";"2°20'47.69""E";"45°38'37.25""N";"5°19'49.33""E";"43°32'34.48""N";"2°22'11.82""E";"43°31'21.22""N";"5°14'49.56""E"; 44.60802;   3.82346; 45.66558;   2.34658; 45.64368;   5.33037; 43.54291;   2.36995; 43.52256;   5.24710;LC08_L2SP_197029_20140910_20200910_02_T1;LC81970292014253LGN01
LC08_L2SP_195028_20140912_20200910_02_T1;LC08_L1TP_195028_20140912_20200910_02_T1;LC81950282014255LGN01;12/09/2014;T1;2;195;28;195;28;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-12 10:16:47.319507;2014-09-12 10:17:19.089503;LGN;DAY;  29.65;  29.65;657;5;    5.685;    4.064;    3.975;LPGS_15.3.1c;45.44545830;154.86080789;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'46.49""N";"7°25'50.16""E";"47°04'34.61""N";"5°50'09.31""E";"47°07'12""N";"8°57'42.37""E";"44°54'40.61""N";"5°57'25.45""E";"44°57'06.59""N";"8°57'47.66""E"; 46.02958;   7.43060; 47.07628;   5.83592; 47.12000;   8.96177; 44.91128;   5.95707; 44.95183;   8.96324;LC08_L2SP_195028_20140912_20200910_02_T1;LC81950282014255LGN01
LC08_L2SP_195029_20140912_20200910_02_T1;LC08_L1TP_195029_20140912_20200910_02_T1;LC81950292014255LGN01;12/09/2014;T1;2;195;29;195;29;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-12 10:17:11.202073;2014-09-12 10:17:42.972069;LGN;DAY;  12.61;  13.04;929;5;    5.142;    3.500;    3.767;LPGS_15.3.1c;46.59823350;153.65015100;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.59""N";"6°54'49.18""E";"45°38'58.31""N";"5°20'50.89""E";"45°42'22.97""N";"8°24'00.22""E";"43°29'06.18""N";"5°28'50.30""E";"43°32'16.04""N";"8°25'19.16""E"; 44.60822;   6.91366; 45.64953;   5.34747; 45.70638;   8.40006; 43.48505;   5.48064; 43.53779;   8.42199;LC08_L2SP_195029_20140912_20200910_02_T1;LC81950292014255LGN01
LC08_L2SP_195030_20140912_20200910_02_T1;LC08_L1TP_195030_20140912_20200910_02_T1;LC81950302014255LGN01;12/09/2014;T1;2;195;30;195;30;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-12 10:17:35.084638;2014-09-12 10:18:06.854634;LGN;DAY;  20.73;  17.90;720;5;    4.591;    3.205;    3.288;LPGS_15.3.1c;47.73669385;152.40268847;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'05.96""N";"6°24'59.69""E";"44°13'16.43""N";"4°52'52.28""E";"44°17'23.42""N";"7°51'29.34""E";"42°03'16.85""N";"5°01'27.62""E";"42°07'05.92""N";"7°53'52.66""E"; 43.18499;   6.41658; 44.22123;   4.88119; 44.28984;   7.85815; 42.05468;   5.02434; 42.11831;   7.89796;LC08_L2SP_195030_20140912_20200910_02_T1;LC81950302014255LGN01
LC08_L2SP_198027_20140917_20200910_02_T1;LC08_L1TP_198027_20140917_20200910_02_T1;LC81980272014260LGN01;17/09/2014;T1;2;198;27;198;27;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-17 10:34:54.97017;2014-09-17 10:35:26.740166;LGN;DAY;  74.69;  74.69;342;5;    6.917;    4.864;    4.917;LPGS_15.3.1c;42.54421303;157.34600880;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.65""N";"3°20'27.10""E";"48°30'31.75""N";"1°45'30.35""E";"48°29'57.34""N";"4°56'04.02""E";"46°22'07.18""N";"1°48'28.04""E";"46°21'35.21""N";"4°51'27.25""E"; 47.44907;   3.34086; 48.50882;   1.75843; 48.49926;   4.93445; 46.36866;   1.80779; 46.35978;   4.85757;LC08_L2SP_198027_20140917_20200910_02_T1;LC81980272014260LGN01
LC08_L2SP_198028_20140917_20200910_02_T1;LC08_L1TP_198028_20140917_20200910_02_T1;LC81980282014260LGN01;17/09/2014;T1;2;198;28;198;28;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-17 10:35:18.856971;2014-09-17 10:35:50.626967;LGN;DAY;  78.47;  78.47;367;5;    5.697;    3.824;    4.224;LPGS_15.3.1c;43.73027253;156.24250388;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.13""N";"2°48'06.95""E";"47°05'06.14""N";"1°15'01.51""E";"47°05'25.84""N";"4°20'42.90""E";"44°56'21.95""N";"1°19'00.55""E";"44°56'40.20""N";"4°17'39.05""E"; 46.02948;   2.80193; 47.08504;   1.25042; 47.09051;   4.34525; 44.93943;   1.31682; 44.94450;   4.29418;LC08_L2SP_198028_20140917_20200910_02_T1;LC81980282014260LGN01
LC08_L2SP_198029_20140917_20200910_02_T1;LC08_L1TP_198029_20140917_20200910_02_T1;LC81980292014260LGN01;17/09/2014;T1;2;198;29;198;29;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-17 10:35:42.7353;2014-09-17 10:36:14.505296;LGN;DAY;  16.25;  16.25;872;5;    4.778;    3.227;    3.524;LPGS_15.3.1c;44.90433366;155.11302825;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.20""N";"2°17'06.22""E";"45°39'32.36""N";"0°45'36.47""E";"45°40'41.84""N";"3°46'45.88""E";"43°30'38.74""N";"0°50'28.21""E";"43°31'43.21""N";"3°45'04.25""E"; 44.60839;   2.28506; 45.65899;   0.76013; 45.67829;   3.77941; 43.51076;   0.84117; 43.52867;   3.75118;LC08_L2SP_198029_20140917_20200910_02_T1;LC81980292014260LGN01
LC08_L2SP_196028_20140919_20200910_02_T1;LC08_L1TP_196028_20140919_20200910_02_T1;LC81960282014262LGN01;19/09/2014;T1;2;196;28;196;28;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-19 10:22:56.535755;2014-09-19 10:23:28.305751;LGN;DAY;  94.49;  94.49;37;5;    7.245;    5.398;    4.832;LPGS_15.3.1c;43.03866185;156.77287893;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.03""N";"5°53'47.40""E";"47°06'00.54""N";"4°26'25.37""E";"47°01'20.42""N";"7°27'30.85""E";"45°00'19.91""N";"4°23'12.91""E";"44°55'59.38""N";"7°17'37.18""E"; 46.02973;   5.89650; 47.10015;   4.44038; 47.02234;   7.45857; 45.00553;   4.38692; 44.93316;   7.29366;LC08_L2SP_196028_20140919_20200910_02_T1;LC81960282014262LGN01
LC08_L2SP_196029_20140919_20200911_02_T1;LC08_L1TP_196029_20140919_20200910_02_T1;LC81960292014262LGN01;19/09/2014;T1;2;196;29;196;29;NADIR;   0.000;11/09/2020;10/09/2020;2014-09-19 10:23:20.41832;2014-09-19 10:23:52.188316;LGN;DAY;  80.52;  80.52;204;5;    5.990;    4.092;    4.375;LPGS_15.3.1c;44.22099131;155.67364243;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.20""N";"5°22'46.27""E";"45°40'27.52""N";"3°56'55.79""E";"45°36'42.48""N";"6°53'42.18""E";"43°34'24.24""N";"3°54'54.76""E";"43°30'55.01""N";"6°45'26.68""E"; 44.60839;   5.37952; 45.67431;   3.94883; 45.61180;   6.89505; 43.57340;   3.91521; 43.51528;   6.75741;LC08_L2SP_196029_20140919_20200911_02_T1;LC81960292014262LGN01
LC08_L2SP_199027_20140924_20200910_02_T1;LC08_L1TP_199027_20140924_20200910_02_T1;LC81990272014267LGN01;24/09/2014;T1;2;199;27;199;27;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-24 10:41:02.530402;2014-09-24 10:41:34.300398;LGN;DAY;  20.90;  20.90;603;5;    5.859;    4.115;    4.171;LPGS_15.3.1c;40.06726310;159.05825781;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.01""N";"1°48'50.11""E";"48°29'59.71""N";"0°10'58.19""E";"48°32'01.43""N";"3°23'43.94""E";"46°20'14.96""N";"0°17'45.46""E";"46°22'07.82""N";"3°22'46.67""E"; 47.44917;   1.81392; 48.49992;   0.18283; 48.53373;   3.39554; 46.33749;   0.29596; 46.36884;   3.37963;LC08_L2SP_199027_20140924_20200910_02_T1;LC81990272014267LGN01
LC08_L2SP_199028_20140924_20200911_02_T1;LC08_L1TP_199028_20140924_20200910_02_T1;LC81990282014267LGN01;24/09/2014;T1;2;199;28;199;28;NADIR;   0.000;11/09/2020;10/09/2020;2014-09-24 10:41:26.417203;2014-09-24 10:41:58.187199;LGN;DAY;  72.66;  72.66;377;5;    6.110;    3.988;    4.629;LPGS_15.3.1c;41.27842224;158.05135208;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.56""N";"1°16'29.89""E";"47°04'27.80""N";"0°19'33.60""W";"47°07'21.14""N";"2°48'12.82""E";"44°54'34.99""N";"0°11'55.21""W";"44°57'15.77""N";"2°48'39.96""E"; 46.02960;   1.27497; 47.07439;  -0.32600; 47.12254;   2.80356; 44.90972;  -0.19867; 44.95438;   2.81110;LC08_L2SP_199028_20140924_20200911_02_T1;LC81990282014267LGN01
LC08_L2SP_197028_20140926_20200910_02_T1;LC08_L1TP_197028_20140926_20200910_02_T1;LC81970282014269LGN01;26/09/2014;T1;2;197;28;197;28;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-26 10:29:05.938658;2014-09-26 10:29:37.708655;LGN;DAY;   0.79;   0.79;1134;5;    4.435;    2.812;    3.430;LPGS_15.3.1c;40.57260688;158.53460008;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.42""N";"4°21'37.84""E";"47°05'34.51""N";"2°51'18.22""E";"47°03'21.46""N";"5°54'45.65""E";"44°58'24.10""N";"2°51'37.80""E";"44°56'20.47""N";"5°48'12.92""E"; 46.02984;   4.36051; 47.09292;   2.85506; 47.05596;   5.91268; 44.97336;   2.86050; 44.93902;   5.80359;LC08_L2SP_197028_20140926_20200910_02_T1;LC81970282014269LGN01
LC08_L2SP_197029_20140926_20200911_02_T1;LC08_L1TP_197029_20140926_20200911_02_T1;LC81970292014269LGN01;26/09/2014;T1;2;197;29;197;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-26 10:29:29.829695;2014-09-26 10:30:01.599692;LGN;DAY;   0.53;   0.53;1200;5;    4.022;    2.311;    3.291;LPGS_15.3.1c;41.78134197;157.53430275;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'28.98""N";"3°50'36.35""E";"45°39'56.48""N";"2°21'56.99""E";"45°38'35.81""N";"5°20'58.60""E";"43°32'34.84""N";"2°23'18.67""E";"43°31'19.92""N";"5°15'56.34""E"; 44.60805;   3.84343; 45.66569;   2.36583; 45.64328;   5.34961; 43.54301;   2.38852; 43.52220;   5.26565;LC08_L2SP_197029_20140926_20200911_02_T1;LC81970292014269LGN01
LC08_L2SP_195028_20140928_20200911_02_T1;LC08_L1TP_195028_20140928_20200911_02_T1;LC81950282014271LGN01;28/09/2014;T1;2;195;28;195;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-09-28 10:16:46.06163;2014-09-28 10:17:17.831626;LGN;DAY;  18.69;  18.69;648;5;    5.716;    4.059;    4.024;LPGS_15.3.1c;39.86459653;159.00307466;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'47.35""N";"7°26'35.23""E";"47°04'26.08""N";"5°50'52.48""E";"47°07'02.28""N";"8°58'25.10""E";"44°54'51.41""N";"5°58'05.92""E";"44°57'16.31""N";"8°58'28.70""E"; 46.02982;   7.44312; 47.07391;   5.84791; 47.11730;   8.97364; 44.91428;   5.96831; 44.95453;   8.97464;LC08_L2SP_195028_20140928_20200911_02_T1;LC81950282014271LGN01
LC08_L2SP_195029_20140928_20200910_02_T1;LC08_L1TP_195029_20140928_20200910_02_T1;LC81950292014271LGN01;28/09/2014;T1;2;195;29;195;29;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-28 10:17:09.948431;2014-09-28 10:17:41.718427;LGN;DAY;  15.94;  15.57;1168;5;    4.255;    2.796;    3.207;LPGS_15.3.1c;41.07985423;158.02899279;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.77""N";"6°55'34.28""E";"45°39'00.07""N";"5°21'46.22""E";"45°42'23.18""N";"8°24'41.83""E";"43°29'07.84""N";"5°29'43.62""E";"43°32'16.22""N";"8°25'59.27""E"; 44.60827;   6.92619; 45.65002;   5.36284; 45.70644;   8.41162; 43.48551;   5.49545; 43.53784;   8.43313;LC08_L2SP_195029_20140928_20200910_02_T1;LC81950292014271LGN01
LC08_L2SP_195030_20140928_20200910_02_T1;LC08_L1TP_195030_20140928_20200910_02_T1;LC81950302014271LGN01;28/09/2014;T1;2;195;30;195;30;NADIR;   0.000;10/09/2020;10/09/2020;2014-09-28 10:17:33.835232;2014-09-28 10:18:05.605228;LGN;DAY;   0.12;   0.08;1124;5;    3.468;    2.246;    2.642;LPGS_15.3.1c;42.28570485;157.03315271;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'05.42""N";"6°25'44.72""E";"44°13'17.90""N";"4°53'32.75""E";"44°17'23.86""N";"7°52'09.95""E";"42°03'18.22""N";"5°02'06.68""E";"42°07'06.31""N";"7°54'31.82""E"; 43.18484;   6.42909; 44.22164;   4.89243; 44.28996;   7.86943; 42.05506;   5.03519; 42.11842;   7.90884;LC08_L2SP_195030_20140928_20200910_02_T1;LC81950302014271LGN01
LC08_L2SP_198027_20141003_20200910_02_T1;LC08_L1TP_198027_20141003_20200910_02_T1;LC81980272014276LGN01;03/10/2014;T1;2;198;27;198;27;NADIR;   0.000;10/09/2020;10/09/2020;2014-10-03 10:34:57.741157;2014-10-03 10:35:29.511153;LGN;DAY;   1.17;   1.17;1085;5;    3.245;    1.992;    2.561;LPGS_15.3.1c;36.83924460;161.01844603;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.69""N";"3°20'07.30""E";"48°30'31.43""N";"1°45'01.12""E";"48°29'57.55""N";"4°55'49.40""E";"46°22'06.89""N";"1°47'59.96""E";"46°21'35.46""N";"4°51'13.25""E"; 47.44908;   3.33536; 48.50873;   1.75031; 48.49932;   4.93039; 46.36858;   1.79999; 46.35985;   4.85368;LC08_L2SP_198027_20141003_20200910_02_T1;LC81980272014276LGN01
LC08_L2SP_198028_20141003_20200911_02_T1;LC08_L1TP_198028_20141003_20200911_02_T1;LC81980282014276LGN01;03/10/2014;T1;2;198;28;198;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-10-03 10:35:21.627958;2014-10-03 10:35:53.397954;LGN;DAY;   8.67;   8.67;854;5;    4.504;    2.939;    3.412;LPGS_15.3.1c;38.07771284;160.11914082;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.42""N";"2°47'47.54""E";"47°05'05.71""N";"1°14'33.07""E";"47°05'25.98""N";"4°20'28.68""E";"44°56'21.55""N";"1°18'33.19""E";"44°56'40.38""N";"4°17'25.37""E"; 46.02956;   2.79654; 47.08492;   1.24252; 47.09055;   4.34130; 44.93932;   1.30922; 44.94455;   4.29038;LC08_L2SP_198028_20141003_20200911_02_T1;LC81980282014276LGN01
